,avgLearningHours,tagline,name,partnerLogos,isPartOfCourseraPlus,productDurationEnum,subtitleLanguage,productDifficultyLevel,enrollments,partners,language,entityType,numProductRatings,allLanguageCodes,avgProductRating,skills,imageUrl,isCourseFree,objectUrl,objectID,_snippetResult.description.value,_highlightResult.name.value
740,24,Offered by University of Pennsylvania,A Crash Course in Causality:  Inferring Causal Effects from Observational Data,['https://coursera-university-assets.s3.amazonaws.com/5e/4003d6fe94ae4089d5daf13129a515/penn-logo.png'],TRUE,1-3 Months,"['French', 'Portuguese (Portugal)', 'Russian', 'Spanish']",Intermediate,31083,['University of Pennsylvania'],English,COURSE,433,"['fr', 'pt', 'ru', 'es', 'en']",4.697459584,"['Business Analysis', 'Regression', 'General Statistics', 'Experiment', 'Inference', 'Graph Theory', 'Statistical Tests', 'Entrepreneurship', 'Data Analysis', 'Causality', 'Mathematics', 'Market Research', 'Probability & Statistics', 'Research and Design', 'R Programming', 'Applied Machine Learning', 'Machine Learning', 'Statistical Analysis', 'Marketing', 'Data Visualization', 'Matching', 'Statistical Programming', 'Forecasting', 'Econometrics']",https://s3.amazonaws.com/coursera-course-photos/b1/7db6500b4e11e79da877cf76ec2f89/newtons_cradle.png,FALSE,/learn/crash-course-in-causality,course~CPy7BAtMEeeyDAoXlzPrFg,"We have all heard the phrase ?�correlation does not equal causation.?? What, then, does equal causation?  This course aims to",A Crash Course in Causality:  Inferring Causal Effects from Observational Data
741,17,Offered by University of Minnesota,"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives",['https://coursera-university-assets.s3.amazonaws.com/75/a144950f75d01464eef8e64003285c/FB-GoldM-maroon.png'],TRUE,1-3 Months,"['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish', 'Hungarian']",Mixed,30771,['University of Minnesota'],English,COURSE,542,"['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'hu', 'en']",4.752767528,"['Family', 'Resilience', 'Child']",https://s3.amazonaws.com/coursera-course-photos/54/a9de60a59c11e89ef0910321af730f/happy-children-playing-on-hot-summertime_rtV2ZapSo-sq-_1_.jpg,TRUE,/learn/resilience-in-children,course~RfJ9I6KTEeWM5RIHOLu8Dw,How do children overcome hazardous experiences to succeed in life? What can be done to protect young people at risk,"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives"
742,7,"Offered by American Museum of Natural History, and Howard Hughes Medical Institute ",Ecology: Ecosystem Dynamics and Conservation,"['https://coursera-university-assets.s3.amazonaws.com/5d/7c80fdb18124d1baff694c45c640c6/square_logo.png', 'http://coursera-university-assets.s3.amazonaws.com/51/4756d0fd4511e7b63df3c7a47c5e4f/BioInteractive_black_logo_square_RGB.png']",TRUE,1-3 Months,"['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Portuguese (Brazil)', 'Vietnamese', 'German', 'Russian', 'Spanish']",Intermediate,51295,"['American Museum of Natural History', 'Howard Hughes Medical Institute ']",English,COURSE,2759,"['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en']",4.840521928,"['General Statistics', 'Biology', 'Research and Design', 'Thought', 'Entrepreneurship', 'Leadership and Management', 'Probability & Statistics', 'Problem Solving']",https://s3.amazonaws.com/coursera-course-photos/d0/03b350050c11e880d243de4b5edf9b/coursera_ecology_1200x1200.jpg,TRUE,/learn/ecology-conservation,course~lnyeIPbxEeeHQRLf02JF5g,This course is an introduction to ecology and ecosystem dynamics using a systems thinking lens. Through a case study on,Ecology: Ecosystem Dynamics and Conservation
743,,"Enhance Your Business English Communication
Offered by The Hong Kong University of Science and Technology",Business English for Non-Native Speakers,['https://coursera-university-assets.s3.amazonaws.com/3a/37974779f7ad2a04626183c2f8951b/ustLogo.png'],TRUE,3+ Months,"['Arabic', 'Chinese (China)', 'French', 'Georgian', 'German', 'Italian', 'Javanese', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Tamil', 'Vietnamese']",Beginner,231729,['The Hong Kong University of Science and Technology'],English,SPECIALIZATION,2065,"['ar', 'zh', 'en', 'fr', 'ka', 'de', 'it', 'jv', 'pt', 'ru', 'es', 'ta', 'vi']",4.544987893,"['Business Communication', 'Business Psychology', 'Communication', 'Computer Graphics', 'Culture', 'Leadership and Management', 'Writing']",https://d15cw65ipctsrr.cloudfront.net/af/00a4b0a33411e5b3003bc0db0b0a9b/488109.jpg,FALSE,/specializations/business-english-speakers,s12n~kReL66MYEeW5yxL8QRD1Rw,This Specialization will introduce non-native speakers of English to methods for developing English language and communication skills for the,Business English for Non-Native Speakers
744,18,Offered by Google,Aspectos básicos de la asistencia técnica,['http://coursera-university-assets.s3.amazonaws.com/4a/cb36835ae3421187080898a7ecc11d/Google-G_360x360.png'],TRUE,1-3 Months,"['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Portuguese (Brazil)', 'Vietnamese', 'German', 'Russian', 'English']",Beginner,56792,['Google'],Spanish,COURSE,6016,"['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'en', 'es']",4.884973404,"['Security Engineering', 'Computer Networking', 'Human Computer Interaction', 'Theoretical Computer Science', 'Communication', 'Algorithms', 'Network Security', 'Systems Design', 'Hardware Design', 'Computer Architecture', 'Operating Systems', 'Network Model', 'Internet', 'Software']",https://s3.amazonaws.com/coursera-course-photos/c8/e497f0f1ad11e7acdcffe7a1a68190/Course-Logo-1.jpg,FALSE,/learn/asistencia-tecnica,course~CudWCv2JEeiDYwpgch3Gdg,Este curso es el primero de una serie que tiene como objetivo prepararte para un rol como especialista de soporte,Aspectos básicos de la asistencia técnica
745,,"Build Your Statistical Skills for Data Science
Offered by University of Colorado Boulder",Statistical Modeling for Data Science Applications,['https://coursera-university-assets.s3.amazonaws.com/bb/16e85962a963ab3546196705d25865/CUBoulder_360x360.png'],TRUE,3+ Months,[],Intermediate,3526,['University of Colorado Boulder'],English,SPECIALIZATION,12,['en'],4.083333333,"['Advertising', 'Algebra', 'Analysis', 'Communication', 'Econometrics', 'General Statistics', 'Inference', 'Linear Regression', 'Linearity', 'Marketing', 'Mathematics', 'Modeling', 'Probability & Statistics', 'Regression', 'Regression Analysis']",https://d15cw65ipctsrr.cloudfront.net/ab/7c0751eba34a9abb1b48cea3b7a148/Stat-logo22.jpg,FALSE,/specializations/statistical-modeling-for-data-science-applications,s12n~zhw1NYmcEeqU6wrv4i7HdQ,Statistical modeling lies at the heart of data science. Well crafted statistical models allow data scientists to draw conclusions about,Statistical Modeling for Data Science Applications
746,9,Offered by The George Washington University,Leading Healthcare Quality and Safety,['https://coursera-university-assets.s3.amazonaws.com/b9/f9e0201e9511e6b63f73cb53440c56/GWSON_MOOC_profile.png'],TRUE,1-3 Months,"['Russian', 'Spanish', 'Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German']",Beginner,34963,['The George Washington University'],English,COURSE,957,"['ru', 'es', 'ar', 'fr', 'pt', 'it', 'vi', 'de', 'en']",4.753396029,"['Strategy and Operations', 'Marketing', 'Entrepreneurship', 'Safety', 'Leadership', 'Sales', 'Leadership and Management', 'Patient', 'Strategy']",https://s3.amazonaws.com/coursera-course-photos/89/7991a0220711e6a2b8fb273ceba35a/MOOC_logo_clipbd_800X800px.png,TRUE,/learn/quality-healthcare,course~_x5PFcBuEeWySg4SKer18Q,Ensuring patient safety and healthcare quality is critical and should be a key focus of everyone in healthcare practice. This,Leading Healthcare Quality and Safety
747,,"Add Qualitative Methods to Your Research Toolkit!
Offered by Emory University",Qualitative Research Design and Methods for Public Health,['https://coursera-university-assets.s3.amazonaws.com/f8/5c185343dfb525fda5abae3e7216df/emory_square_coursera.png'],TRUE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Beginner,9514,['Emory University'],English,SPECIALIZATION,102,"['ar', 'en', 'fr', 'de', 'it', 'pt', 'ru', 'es', 'vi']",4.779411765,"['Business Psychology', 'Data Analysis', 'Entrepreneurship', 'Market Research', 'Marketing', 'Research and Design']",https://d15cw65ipctsrr.cloudfront.net/dd/b3b6b09b0e11e8b9c703bfe7d757d6/iStock-939803074.jpg,FALSE,/specializations/qualitative-research-design-and-methods-for-public-health,s12n~ES-Vj0QwEeiBLg4n81xEBA,This specialization will enable public health professionals and researchers to design effective qualitative studies addressing a range of public health,Qualitative Research Design and Methods for Public Health
748,10,Offered by IBM,Exploratory Data Analysis for Machine Learning,['http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png'],FALSE,1-3 Months,[],Intermediate,31104,['IBM'],English,COURSE,644,['en'],4.585403727,"['Python Programming', 'Business Analysis', 'Data Analysis', 'Analysis', 'General Statistics', 'Exploratory Data Analysis', 'Computer Programming', 'Feature Engineering', 'Hypothesis', 'Deep Learning', 'Experiment', 'Statistical Programming', 'Data Visualization', 'Machine Learning', 'Statistical Hypothesis Testing', 'Probability & Statistics']",https://s3.amazonaws.com/coursera-course-photos/6f/fa00c0b6084c97b61f7c93def2ce54/ML_banner.png,FALSE,/learn/ibm-exploratory-data-analysis-for-machine-learning,course~Q9Avpol0EeqAWhIJ6hhvFw,This first course in the IBM Machine Learning Professional Certificate introduces you to Machine Learning and the content of the,Exploratory Data Analysis for Machine Learning
749,14,Offered by DeepLearning.AI,Machine Learning Modeling Pipelines in Production,['http://coursera-university-assets.s3.amazonaws.com/b4/5cb90bb92f420b99bf323a0356f451/Icon.png'],FALSE,1-3 Months,['French'],Advanced,12119,['DeepLearning.AI'],English,COURSE,199,"['fr', 'en']",4.522613065,"['Cloud Computing', 'Machine Learning']",https://s3.amazonaws.com/coursera-course-photos/d4/1018f1bedd4e4293c2b9b2e75ff32d/Course-Logo-3.png,FALSE,/learn/machine-learning-modeling-pipelines-in-production,course~dVypMRNFEeu26BKzAkmpSw,"In the third course of Machine Learning Engineering for Production Specialization, you will build models for different serving environments; implement",Machine Learning Modeling Pipelines in Production
750,,"Launch Your Career in Computer Forensics
Offered by Infosec",Computer Forensics,['http://coursera-university-assets.s3.amazonaws.com/19/43197e3878421ba4f5022a0cb9c34e/Infosec_RGB_RGB_Square.png'],TRUE,3+ Months,[],Intermediate,3374,['Infosec'],English,SPECIALIZATION,78,['en'],4.733333333,"['Communication', 'Computer Networking', 'Cyberattacks', 'Security Engineering']",https://d15cw65ipctsrr.cloudfront.net/81/50463045be43fbb776da173414b666/Coursera_Computer_Forensics_600x600.png,FALSE,/specializations/computerforensics,s12n~nhadx655EeuswBKV2nzukQ,"This three part InfoSec Specialization covers a wide variety of Computer Forensics topics. In the Digital Forensics Concepts course, you",Computer Forensics
751,,"Explore a Career in Spacecraft Attitude Analysis.
Offered by University of Colorado Boulder",Spacecraft Dynamics and Control,['https://coursera-university-assets.s3.amazonaws.com/bb/16e85962a963ab3546196705d25865/CUBoulder_360x360.png'],TRUE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Advanced,25889,['University of Colorado Boulder'],English,SPECIALIZATION,355,"['ar', 'en', 'fr', 'de', 'it', 'pt', 'ru', 'es', 'vi']",4.837746479,"['Algebra', 'Algorithms', 'Angular', 'Calculus', 'Computer Programming', 'Cyberattacks', 'Data Analysis', 'Data Analysis Software', 'Data Management', 'Data Visualization', 'Databases', 'Differential Equations', 'Entrepreneurship', 'Epidemiology', 'Estimation', 'General Statistics', 'Geometry', 'Leadership and Management', 'Linear Algebra', 'Mathematical Theory & Analysis', 'Mathematics', 'Operations Research', 'Physics', 'Probability & Statistics', 'Problem Solving', 'Programming Principles', 'Python Programming', 'Research and Design', 'SQL', 'Security Engineering', 'Statistical Programming', 'Statistical Visualization', 'Strategy and Operations', 'Theoretical Computer Science', 'Web Development']",https://d15cw65ipctsrr.cloudfront.net/e2/ba7140e12111e88f01cb7b195f38ee/logospacrft.jpg,FALSE,/specializations/spacecraft-dynamics-control,s12n~TmDSAeSqEeaEBgpxI6VqBA,Spacecraft Dynamics and Control covers three core topic areas: the description of the motion and rates of motion of rigid,Spacecraft Dynamics and Control
752,14,Offered by University of Michigan,Inspiring and Motivating Individuals,['https://coursera-university-assets.s3.amazonaws.com/70/de505d47be7d3a063b51b6f856a6e2/New-Block-M-Stacked-Blue-295C_600x600.png'],TRUE,1-4 Weeks,"['Arabic', 'French', 'Portuguese (Portugal)', 'Chinese (China)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish', 'Mongolian']",Mixed,170312,['University of Michigan'],English,COURSE,4797,"['ar', 'fr', 'pt', 'zh', 'it', 'vi', 'de', 'ru', 'es', 'mn', 'en']",4.792161768,"['Strategy and Operations', 'Entrepreneurship', 'Sales', 'Business Psychology', 'Leadership and Management', 'Leadership Development', 'Motivation', 'Leadership', 'Strategy', 'Communication', 'Human Resources', 'Marketing']",https://s3.amazonaws.com/coursera-course-photos/52/8cb5f0502a11e5a7a179a975f22dbd/motivatepeopleteams.png,FALSE,/learn/motivate-people-teams,course~41f7CjlXEeWYbg7p2_3OHQ,"In this course, you will learn how to create a shared vision for your team and effectively communicate it to",Inspiring and Motivating Individuals
753,14,Offered by Advancing Women in Tech,The Business of Product Management I,['http://coursera-university-assets.s3.amazonaws.com/8e/15b450e1ae4170a454523c06e33749/AWIT---Profile-Pictures-360-x-360-px-1-.png'],TRUE,1-4 Weeks,"['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish']",Beginner,16473,['Advancing Women in Tech'],English,COURSE,414,"['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en']",4.555555556,"['Strategy and Operations', 'Finance', 'Product Management', 'Market Research', 'Entrepreneurship', 'Sales', 'Leadership and Management', 'Technical Product Management', 'Customer Relationship Management', 'Customer Success', 'Communication', 'Design and Product', 'Research and Design', 'Marketing']",https://s3.amazonaws.com/coursera-course-photos/ff/4c7ab75f954c3cb7ac179f93205c29/2._Real-World-PM-Product-Management-2-.png,FALSE,/learn/the-business-of-product-management-one,course~ZgR25LCMEeqKPgqXNrVe4Q,"Sponsored by AMAZON WEB SERVICES (AWS). Learn real-world PM lessons from Amazon, Intuit, Procter and Gamble, Barnes and Noble",The Business of Product Management I
754,8,Offered by University of Pennsylvania,Introduction to Spreadsheets and Models,['https://coursera-university-assets.s3.amazonaws.com/5e/4003d6fe94ae4089d5daf13129a515/penn-logo.png'],TRUE,1-4 Weeks,"['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Portuguese (Brazil)', 'Vietnamese', 'German', 'Russian', 'Spanish']",Mixed,96039,['University of Pennsylvania'],English,COURSE,3541,"['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en']",4.160124259,"['Business Analysis', 'Data Analysis', 'Analysis', 'Microsoft Excel', 'Spreadsheet Software', 'Mathematics', 'Probability & Statistics', 'Data Analysis Software', 'Linearity']",https://s3.amazonaws.com/coursera-course-photos/22/602700b00511e5ada4195d312ad6aa/Wharton_online_spreadsheets_8x8.png,FALSE,/learn/wharton-introduction-spreadsheets-models,course~tAfppJ3KEeWoKRLkmmHLTQ,"The simple spreadsheet is one of the most powerful data analysis tools that exists, and it?�s available to almost",Introduction to Spreadsheets and Models
755,,"Finanzas corporativas
Offered by Universidad Nacional Autónoma de México",Finanzas corporativas,['http://coursera-university-assets.s3.amazonaws.com/77/0f25406e2711e6b5ae85b51433cf6f/unam.png'],TRUE,3+ Months,[],Intermediate,59575,['Universidad Nacional Autónoma de México'],Spanish,SPECIALIZATION,2240,['es'],4.680892857,"['Account Management', 'Accounting', 'Business Analysis', 'Data Analysis', 'Entrepreneurial Finance', 'Entrepreneurship', 'Finance', 'Financial Accounting', 'Financial Analysis', 'Investment Management', 'Ordered Pair', 'Risk Management', 'Sales']",https://d15cw65ipctsrr.cloudfront.net/0e/0347d03ba841cd8592c5b95eaaca7a/Finanzas_0.jpg,FALSE,/specializations/finanzascorporativas,s12n~Bvu5tA5YEea-IAr_q-y-Qw,"En este programa especializado revisarás el entorno económico de las finanzas, emplearás técnicas matemáticas financieras, medirás variables macroeconómicas que afectan",Finanzas corporativas
756,16,Offered by Microsoft,Work Smarter with Microsoft Word,['http://coursera-university-assets.s3.amazonaws.com/46/64c3f350f74186ace99af2238f58db/Microsoft-icn_sq_360x360.png'],TRUE,,[],Beginner,7408,['Microsoft'],English,COURSE,74,['en'],4.824324324,[],https://s3.amazonaws.com/coursera-course-photos/66/5f795005e443ba98eda400e7991cf9/Word-01.png,FALSE,/learn/microsoft-word-work-smarter,course~AOBQLReREeyZ9BL8TB78QQ,"This course is intended for learners with some experience using Microsoft Windows, who are seeking to build presentation skills with",Work Smarter with Microsoft Word
757,,"Diseña y gestiona proyectos de desarrollo..
Offered by Banco Interamericano de Desarrollo",Diseño y Gestión de Proyectos de Desarrollo,['http://coursera-university-assets.s3.amazonaws.com/de/0bf02b0d954b7f971d1fbc3e78043a/360x360png-Square-logo-for-partner-landing-page.png'],TRUE,3+ Months,[],Beginner,762,['Banco Interamericano de Desarrollo'],Spanish,SPECIALIZATION,38,['es'],4.807894737,"['Applied Machine Learning', 'Change Management', 'Entrepreneurship', 'Finance', 'Leadership and Management', 'Machine Learning', 'Machine Learning Algorithms', 'Planning', 'Project Management', 'Strategy and Operations', 'Supply Chain and Logistics']",https://d15cw65ipctsrr.cloudfront.net/2f/cf11c701b64b75a66cd394c07be0fb/intro-1200x1200.jpg,FALSE,/specializations/especializacion-en-diseno-y-gestion-de-proyectos-de-desarrollo,s12n~yctqbQgrEeyg9woCVTG6OQ,¿Sabes?�que los?�proyectos de desarrollo?�son cruciales para mejorar vidas?�y?�acelerar?�el desarrollo económico y social en,Diseño y Gestión de Proyectos de Desarrollo
758,6,Offered by IBM,Introduction to Artificial Intelligence (AI),['http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png'],FALSE,1-4 Weeks,"['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish']",Beginner,161399,['IBM'],English,COURSE,9056,"['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en']",4.712124558,"['Deep Learning', 'Computer Vision', 'Applied Machine Learning', 'Machine Learning Algorithms', 'Ethics', 'Machine Learning']",https://s3.amazonaws.com/coursera-course-photos/f7/9812f978144ce8ac721727bc516cb0/Intro-to-AI-Naimo.jpg,FALSE,/learn/introduction-to-ai,course~mR7MlUaTEemuHQ4HpHozrA,"In this course you will learn what Artificial Intelligence (AI) is, explore use cases and applications of AI, understand AI",Introduction to Artificial Intelligence (AI)
759,12,Offered by Universit? Bocconi,Arts and Heritage Management,['https://coursera-university-assets.s3.amazonaws.com/26/efd1b0521511e598980721fa57d546/logo_180x180.png'],TRUE,1-3 Months,"['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish']",Mixed,28876,['Universit? Bocconi'],English,COURSE,1144,"['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en']",4.744755245,"['Strategy and Operations', 'Digital Marketing', 'Finance', 'Leadership and Management', 'Entrepreneurship', 'Brand Management', 'Marketing', 'Customer Relationship Management']",https://s3.amazonaws.com/coursera-course-photos/22/e6c9209c4711e69652dfe94128eea2/AHM_foto_corso.png,TRUE,/learn/arts-heritage,course~XdQwhCQcEeapkBKJ0Y_FqQ,"Today cultural institutions are facing important dilemmas in many aspects of their management. Over the past decades, a new figure",Arts and Heritage Management
760,13,Offered by Google,"Aspectos básicos: Datos, datos, en todas partes",['http://coursera-university-assets.s3.amazonaws.com/4a/cb36835ae3421187080898a7ecc11d/Google-G_360x360.png'],TRUE,1-3 Months,['English'],Beginner,4660,['Google'],Spanish,COURSE,119,"['en', 'es']",4.739495798,"['Business Analysis', 'Computer Networking', 'Analysis', 'Data Analysis', 'Big Data', 'Network Architecture', 'Computer Programming', 'Statistical Programming', 'Spreadsheet Software', 'SQL', 'Databases', 'Data Management', 'Computer Architecture', 'Other Programming Languages']",https://s3.amazonaws.com/coursera-course-photos/df/e433cd5a284a98a62a5be7b4756c42/coursera1.jpg,FALSE,/learn/aspectos-basicos-datos-datos-en-todas-partes,course~ujVLiCftEeyxgAr51Gjbpw,Este es el primer curso del certificado de Google Data Analytics. En estos cursos obtendrás las habilidades que necesitas para,"Aspectos básicos: Datos, datos, en todas partes"
761,20,Offered by SAS,Getting Started with SAS Programming,['http://coursera-university-assets.s3.amazonaws.com/1f/b72625a1b2498f916b06ae0081b5c9/sas_square.png'],TRUE,1-3 Months,"['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish', 'Persian']",Beginner,75763,['SAS'],English,COURSE,2343,"['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'fa', 'en']",4.824583867,"['Computer Programming', 'Data Analysis', 'SAS (Software)', 'Computer Programming Tools', 'SQL', 'Statistical Programming', 'Databases', 'Software', 'Other Programming Languages', 'Data Management', 'Language']",https://s3.amazonaws.com/coursera-course-photos/59/fa9970d85711e8bfcc89882a1d26a7/89066_iconImage_EducationCoursera_green.jpg,FALSE,/learn/sas-programming-basics,course~Tx7bH4XkEeiLtQ4wBPSBfA,"This course is for users who want to learn how to write SAS programs to access, explore, prepare, and analyze",Getting Started with SAS Programming
762,10,Offered by The State University of New York,Solar Energy Basics,['http://coursera-university-assets.s3.amazonaws.com/92/3c9152bbe04cb296173c093c37c65d/SUNY-Online-Logo-blue-coursera-sm.png'],TRUE,1-3 Months,"['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish']",Beginner,69817,['The State University of New York'],English,COURSE,1959,"['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en']",4.772332823,"['Mathematics', 'Energy', 'Solar Energy']",https://s3.amazonaws.com/coursera-course-photos/c4/6953c0dea411e8be8f9f7df509b829/photovoltaic-system-2742302-pixabay-CC0_cropped.jpg,FALSE,/learn/solar-energy-basics,course~9v4oYEZXEee4pw7hxA2o1A,This course gives you an introduction to the fundamentals of solar power as it applies to solar panel system installations,Solar Energy Basics
763,7,Offered by Northwestern University,Customer Segmentation and Prospecting,['https://coursera-university-assets.s3.amazonaws.com/fd/798a608d4c11e5b601399e3ec8eaf8/N-Logo.png'],TRUE,1-4 Weeks,"['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish']",Beginner,45332,['Northwestern University'],English,COURSE,943,"['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en']",4.768822906,"['Sales', 'Prospecting', 'Communication']",https://s3.amazonaws.com/coursera-course-photos/1b/6875a0382b11e8bb4c95eea6f2fdd2/aos_logo.png,FALSE,/learn/customer-segmentation-prospecting,course~OrcFP60ZEee6uBIE_DW6Lg,"In Course 1, we set the foundation for the Art of Sales Specialization and offer a new mindset for becoming",Customer Segmentation and Prospecting
764,,"Clouds, Distributed Systems, Networking
Offered by University of Illinois at Urbana-Champaign",Cloud Computing,['http://coursera-university-assets.s3.amazonaws.com/d8/42cdc0ab2011e8b910bdf80bed9f6c/CenterILblock-ISQUAREOrangeBackgrnd.png'],TRUE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Korean', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Intermediate,169044,['University of Illinois at Urbana-Champaign'],English,SPECIALIZATION,1926,"['ar', 'en', 'fr', 'de', 'it', 'ko', 'pt', 'ru', 'es', 'vi']",4.351298027,"['Accounting', 'Algorithms', 'Apache', 'Big Data', 'Change Management', 'Cloud Computing', 'Computational Thinking', 'Computer Architecture', 'Computer Networking', 'Computer Programming', 'Cryptography', 'Data Management', 'Data Warehousing', 'Database Theory', 'Databases', 'Deep Learning', 'Distributed Computing Architecture', 'Google Cloud Platform', 'Graph Theory', 'Machine Learning', 'Mathematics', 'Network Architecture', 'NoSQL', 'Software Architecture', 'Software As A Service', 'Software Engineering', 'Theoretical Computer Science']",https://d15cw65ipctsrr.cloudfront.net/a8/f21120fb5011e58f3fed869dcf948d/cloud_computing_specialization_logo_002.jpg,FALSE,/specializations/cloud-computing,s12n~boESh-VdEeWINQopNpb8SQ,The Cloud Computing Specialization takes you on a tour through cloud computing systems. We start in in the middle layer,Cloud Computing
765,,"Create an interactive user experience.
Offered by University of London, and Goldsmiths, University of London",Responsive Website Development and Design,"['http://coursera-university-assets.s3.amazonaws.com/fb/b28a301e0211e8a40e23e4176c8e4a/UoL-Logo_180x180.png', 'http://coursera-university-assets.s3.amazonaws.com/e6/5f6890dbeb11e88554096d774d24d1/GS_Logo_Transparent_2018-_2_.png']",TRUE,3+ Months,"['Arabic', 'Chinese (China)', 'French', 'German', 'Italian', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Beginner,247967,"['University of London', 'Goldsmiths, University of London']",English,SPECIALIZATION,7293,"['ar', 'zh', 'en', 'fr', 'de', 'it', 'pt', 'ru', 'es', 'vi']",4.539956122,"['CSS', 'Computer Architecture', 'Computer Graphics', 'Computer Programming', 'Computer Programming Tools', 'Databases', 'Design and Product', 'Distributed Computing Architecture', 'Front-End Web Development', 'Full-Stack Web Development', 'HTML and CSS', 'Html', 'Human Computer Interaction', 'Javascript', 'Machine Learning', 'Natural Language Processing', 'NoSQL', 'Product Development', 'Programming Principles', 'Software Engineering', 'Theoretical Computer Science', 'Web', 'Web Application', 'Web Design', 'Web Development']",https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/London_ResponsiveWebsite_Getty482541309.jpg,FALSE,/specializations/website-development,s12n~y-0roEeXEeWP6hJyoPKshQ,Responsive web design is all about creating the best user experience regardless of whether a user is accessing your site,Responsive Website Development and Design
766,4,Offered by IBM,Hands-on Introduction to Linux Commands and Shell Scripting,['http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png'],FALSE,1-4 Weeks,[],Beginner,13457,['IBM'],English,COURSE,299,['en'],4.725752508,"['Computer Programming Tools', 'Unix Shells', 'Computer Programming', 'Programming Principles', 'Shell Script']",https://s3.amazonaws.com/coursera-course-photos/d6/554730bda341178c8c2801a0603acd/Hands-on-Introduction-to-Linux_Final.jpg,FALSE,/learn/hands-on-introduction-to-linux-commands-and-shell-scripting,course~B_rci897EeufchLeGgZGZQ,This course provides a practical introduction to Linux and commonly used Linux / UNIX shell commands.  It teaches you the basics,Hands-on Introduction to Linux Commands and Shell Scripting
